ID,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000029627,-0.996002181,1.434653562,22.27332753,2.36E-06,0.000140886
ENSMUSG00000041781,0.569442113,3.927665428,22.26485313,2.38E-06,0.000141063
ENSMUSG00000021895,-0.848172545,3.725087049,22.23952798,2.41E-06,0.000142486
ENSMUSG00000002831,-1.820972137,3.351306818,22.21314129,2.44E-06,0.000144005
ENSMUSG00000055866,1.934360093,2.996038588,22.18832091,2.47E-06,0.000145423
ENSMUSG00000041130,0.643862627,3.790739776,22.12883812,2.55E-06,0.000149531
ENSMUSG00000025198,0.843080037,3.425710929,22.11702554,2.57E-06,0.000149987
ENSMUSG00000035139,0.840842671,2.943433922,22.10099933,2.59E-06,0.00015077
ENSMUSG00000003721,-1.841920344,7.773225892,22.09162213,2.60E-06,0.00015077
ENSMUSG00000027514,1.936277828,0.313177291,22.08850197,2.60E-06,0.00015077
ENSMUSG00000022178,0.922800512,2.293459968,22.08332722,2.61E-06,0.00015077
ENSMUSG00000038594,-0.942044209,4.971834729,22.00947349,2.71E-06,0.000156205
ENSMUSG00000058625,0.892406135,4.82102105,21.98549777,2.75E-06,0.000157687
ENSMUSG00000078813,0.887961905,1.685643428,21.96864442,2.77E-06,0.000158594
ENSMUSG00000023067,-2.745356724,2.950854628,21.95072111,2.80E-06,0.000159597
ENSMUSG00000031657,0.597657654,3.345884132,21.94224174,2.81E-06,0.000159819
ENSMUSG00000026377,0.78900182,3.565095799,21.93198337,2.82E-06,0.000160192
ENSMUSG00000025034,0.663963118,3.472905365,21.91756732,2.85E-06,0.000160314
ENSMUSG00000060183,1.977581094,-0.936727417,21.91099243,2.86E-06,0.000160314
ENSMUSG00000056501,-1.103438614,4.049131401,21.90802801,2.86E-06,0.000160314
ENSMUSG00000019970,-0.791579482,3.444200442,21.90298454,2.87E-06,0.000160314
ENSMUSG00000030138,0.66159602,3.638162566,21.90089805,2.87E-06,0.000160314
ENSMUSG00000036281,0.851902719,1.410291713,21.89614793,2.88E-06,0.000160314
ENSMUSG00000053094,0.67147156,4.964828093,21.85409828,2.94E-06,0.000163383
ENSMUSG00000042275,0.87895889,2.420365534,21.84086882,2.96E-06,0.000164029
ENSMUSG00000002346,-0.811942729,4.077993643,21.82647408,2.98E-06,0.00016478
ENSMUSG00000026034,-0.702950071,4.121383595,21.81642847,3.00E-06,0.00016496
ENSMUSG00000056904,0.898486643,4.760639975,21.81315606,3.01E-06,0.00016496
ENSMUSG00000020982,0.711180076,2.990504291,21.77495732,3.07E-06,0.000167788
ENSMUSG00000051000,-0.952528796,1.89357079,21.76657435,3.08E-06,0.000168034
ENSMUSG00000028948,0.760908119,3.228158405,21.73532293,3.13E-06,0.0001703
ENSMUSG00000028811,0.72869825,3.501659876,21.6989376,3.19E-06,0.000173061
ENSMUSG00000026822,4.165117347,3.33990912,21.60550001,3.35E-06,0.000181177
ENSMUSG00000022091,-1.03889452,2.973498596,21.53666607,3.47E-06,0.00018726
ENSMUSG00000039201,1.11699761,0.941625771,21.52343612,3.50E-06,0.000188018
ENSMUSG00000031016,2.219293809,1.376093542,21.49399769,3.55E-06,0.000190382
ENSMUSG00000039367,0.617151599,5.20688126,21.43798216,3.65E-06,0.000195469
ENSMUSG00000033618,-1.142176552,2.576994865,21.42325747,3.68E-06,0.000196306
ENSMUSG00000037904,1.616105461,0.009054809,21.41892165,3.69E-06,0.000196306
ENSMUSG00000003808,0.715657037,2.718823883,21.40067495,3.73E-06,0.000197625
ENSMUSG00000033294,1.014366549,1.522458063,21.3661581,3.79E-06,0.00020052
ENSMUSG00000053964,-2.182105892,0.896270276,21.36202327,3.80E-06,0.00020052
ENSMUSG00000041057,0.907489499,3.537499265,21.35290339,3.82E-06,0.000200913
ENSMUSG00000022538,0.69535688,3.227242959,21.32225732,3.88E-06,0.000203524
ENSMUSG00000036764,1.167561976,1.901446178,21.31747768,3.89E-06,0.000203524
ENSMUSG00000050931,-0.67379616,4.903212137,21.28504164,3.96E-06,0.000206423
ENSMUSG00000024036,1.572479017,0.921729215,21.26239811,4.01E-06,0.000208299
ENSMUSG00000037965,0.738569831,3.600948777,21.20521452,4.13E-06,0.000214016
ENSMUSG00000024052,-1.248654969,7.167167059,21.19465831,4.15E-06,0.000214607
ENSMUSG00000026754,0.647470527,3.024453228,21.15637581,4.23E-06,0.000218337
ENSMUSG00000014905,1.443991058,4.986118892,21.10528117,4.35E-06,0.000223624
ENSMUSG00000029502,0.706593398,4.086858005,21.09387828,4.37E-06,0.000224061
ENSMUSG00000025047,0.768506991,3.733414528,21.09109197,4.38E-06,0.000224061
ENSMUSG00000112926,0.897848344,3.110858687,21.07356228,4.42E-06,0.000225508
ENSMUSG00000004460,0.729723246,5.223931943,21.02112064,4.54E-06,0.000231139
ENSMUSG00000078684,0.582406785,3.463264783,20.97917329,4.64E-06,0.000235618
ENSMUSG00000026389,-0.828524621,2.606369456,20.95977393,4.69E-06,0.000237376
ENSMUSG00000015087,0.683015791,2.924101692,20.92415735,4.78E-06,0.000241183
ENSMUSG00000022102,1.429161471,-0.477299539,20.91524374,4.80E-06,0.000241348
ENSMUSG00000039043,0.922214242,1.699345867,20.90600346,4.82E-06,0.000241348
ENSMUSG00000020946,0.608306154,4.970792045,20.90197715,4.83E-06,0.000241348
ENSMUSG00000069763,-2.503294478,-0.866061994,20.90035664,4.84E-06,0.000241348
ENSMUSG00000020205,1.508121753,3.124767093,20.89733533,4.85E-06,0.000241348
ENSMUSG00000022512,-1.009384465,5.065768081,20.88015128,4.89E-06,0.000242881
ENSMUSG00000091264,-0.608798096,4.22558714,20.8632348,4.93E-06,0.00024389
ENSMUSG00000041827,1.529231944,2.310313813,20.86212724,4.94E-06,0.00024389
ENSMUSG00000020873,0.671927313,3.713875791,20.84062834,4.99E-06,0.000245997
ENSMUSG00000039989,0.865069714,2.183094446,20.79095683,5.12E-06,0.000251801
ENSMUSG00000028999,0.780605048,3.149304027,20.77799739,5.16E-06,0.000252761
ENSMUSG00000045752,0.818745926,2.245364873,20.77369883,5.17E-06,0.000252761
ENSMUSG00000053334,1.217174983,2.575229954,20.73450408,5.28E-06,0.000257319
ENSMUSG00000022906,0.79035116,5.057226803,20.71722727,5.32E-06,0.00025898
ENSMUSG00000046351,0.85563145,3.333242998,20.71204179,5.34E-06,0.000259013
ENSMUSG00000020228,0.779981435,2.875152974,20.69351254,5.39E-06,0.000259867
ENSMUSG00000038418,-3.563656557,3.059760313,20.69320149,5.39E-06,0.000259867
ENSMUSG00000057367,0.621305414,3.638356444,20.69099298,5.40E-06,0.000259867
ENSMUSG00000048826,1.109029508,2.345288226,20.66812749,5.46E-06,0.000262318
ENSMUSG00000103137,-1.335742155,1.79894858,20.65914288,5.49E-06,0.000262881
ENSMUSG00000028893,-1.146137324,1.458251215,20.63409526,5.56E-06,0.000265667
ENSMUSG00000109266,-3.880202676,-1.168981498,20.55704531,5.79E-06,0.000275674
ENSMUSG00000092021,1.632297604,1.460417087,20.55361375,5.80E-06,0.000275674
ENSMUSG00000023004,0.869165826,5.922034194,20.53621032,5.85E-06,0.000277491
ENSMUSG00000062040,0.845928616,2.050781758,20.50551342,5.95E-06,0.000281268
ENSMUSG00000048578,0.721493995,6.134493947,20.45856617,6.09E-06,0.00028753
ENSMUSG00000073775,0.879316483,2.156128023,20.44649832,6.13E-06,0.000287854
ENSMUSG00000031916,0.567533375,3.558098968,20.44492769,6.14E-06,0.000287854
ENSMUSG00000081783,0.929181857,2.998755664,20.44207538,6.15E-06,0.000287854
ENSMUSG00000016018,0.612897063,3.22313399,20.39050532,6.31E-06,0.000294983
ENSMUSG00000046785,0.932733125,4.367503935,20.34117188,6.48E-06,0.000301937
ENSMUSG00000033909,0.760375008,3.337682727,20.33263973,6.51E-06,0.000302538
ENSMUSG00000070327,0.9557717,6.634483917,20.32601139,6.53E-06,0.00030284
ENSMUSG00000008384,1.088728819,1.432696,20.23026119,6.87E-06,0.000317599
ENSMUSG00000033885,0.743071443,2.981339135,20.20176112,6.97E-06,0.000321576
ENSMUSG00000063888,0.528339118,4.800826319,20.16706829,7.10E-06,0.000326661
ENSMUSG00000083199,1.118401777,1.239708369,20.15175969,7.15E-06,0.000328483
ENSMUSG00000040740,-1.201830896,1.702794026,20.11819313,7.28E-06,0.000333485
ENSMUSG00000020413,0.79995641,1.877910264,20.09001686,7.39E-06,0.000337613
ENSMUSG00000082002,1.414888309,1.552797059,20.08425208,7.41E-06,0.000337812
ENSMUSG00000096980,-0.674424493,3.42935719,20.07233701,7.46E-06,0.000339102
ENSMUSG00000026640,-0.951620897,3.878483531,20.02658431,7.64E-06,0.000346476
ENSMUSG00000070368,2.729116329,0.534924056,20.01942153,7.67E-06,0.000346512
ENSMUSG00000023951,0.725200666,4.789080261,20.01718905,7.67E-06,0.000346512
ENSMUSG00000072235,0.883492206,5.353791209,20.00584377,7.72E-06,0.00034774
ENSMUSG00000033799,0.933717491,4.177384449,19.99041363,7.78E-06,0.000349721
ENSMUSG00000045790,1.343708632,-0.37692217,19.98446496,7.81E-06,0.000349976
ENSMUSG00000029787,-0.718783969,3.881495689,19.9277295,8.04E-06,0.00035966
ENSMUSG00000033991,0.661846594,3.340683096,19.87038084,8.29E-06,0.000369734
ENSMUSG00000030870,0.635299168,4.669522157,19.81645452,8.52E-06,0.000379414
ENSMUSG00000054520,0.844429317,2.971207006,19.7846922,8.67E-06,0.000384861
ENSMUSG00000110353,-1.312961912,3.179721058,19.73152745,8.91E-06,0.000394786
ENSMUSG00000110350,-3.940071899,-0.440962808,19.70964729,9.01E-06,0.000397958
ENSMUSG00000032115,0.961420755,6.859347389,19.70360819,9.04E-06,0.000397958
ENSMUSG00000041506,0.931012523,1.544013466,19.70279573,9.05E-06,0.000397958
ENSMUSG00000029513,0.757978366,2.731202991,19.62941814,9.40E-06,0.000412573
ENSMUSG00000033147,-0.707189624,1.999697281,19.61916817,9.45E-06,0.000413095
ENSMUSG00000071172,0.769108943,4.795177246,19.61811161,9.46E-06,0.000413095
ENSMUSG00000026623,0.956933257,7.188027546,19.61331,9.48E-06,0.000413176
ENSMUSG00000027951,0.829728315,3.600997409,19.57463829,9.67E-06,0.000420651
ENSMUSG00000027998,0.708244814,3.266922353,19.54917651,9.80E-06,0.000424804
ENSMUSG00000038764,0.715169013,4.041867915,19.54706539,9.82E-06,0.000424804
ENSMUSG00000022615,-1.01859683,3.081563532,19.53558638,9.87E-06,0.000426384
ENSMUSG00000026999,1.202060973,1.124886433,19.50978643,1.00E-05,0.000431033
ENSMUSG00000017144,0.691793621,3.629692177,19.50612886,1.00E-05,0.000431033
ENSMUSG00000022126,5.240558863,-1.768352121,19.46964758,1.02E-05,0.000438343
ENSMUSG00000054051,0.585070054,2.99695981,19.46280056,1.03E-05,0.000438918
ENSMUSG00000110488,2.51798295,0.080207455,19.43679945,1.04E-05,0.000443925
ENSMUSG00000040253,1.305678408,2.987214552,19.40558684,1.06E-05,0.000450218
ENSMUSG00000028957,2.588874157,1.832988632,19.35555626,1.09E-05,0.00046029
ENSMUSG00000020472,-0.750856361,3.113035471,19.35471689,1.09E-05,0.00046029
ENSMUSG00000058638,0.605075032,4.615539653,19.33463519,1.10E-05,0.00046411
ENSMUSG00000091831,-3.11977781,-0.56297158,19.31613089,1.11E-05,0.000467579
ENSMUSG00000081350,1.682784458,3.135746743,19.29766748,1.12E-05,0.000471066
ENSMUSG00000049922,0.727861177,2.110091707,19.2860286,1.13E-05,0.000472889
ENSMUSG00000063830,-3.001273985,0.706439357,19.27453143,1.13E-05,0.000474164
ENSMUSG00000037275,0.70808254,2.874447931,19.26946131,1.14E-05,0.000474164
ENSMUSG00000049950,1.498659155,0.781395597,19.26814445,1.14E-05,0.000474164
ENSMUSG00000037710,-0.688077734,5.61359229,19.2610099,1.14E-05,0.000474886
ENSMUSG00000024014,0.986940578,2.903886408,19.24701395,1.15E-05,0.000477324
ENSMUSG00000031960,0.683326037,6.516431736,19.23016042,1.16E-05,0.000480496
ENSMUSG00000036473,0.756478999,3.670117008,19.20598175,1.17E-05,0.000484961
ENSMUSG00000035828,-1.221941905,5.018344926,19.20411091,1.17E-05,0.000484961
ENSMUSG00000009566,-0.743708749,5.154644926,19.1533473,1.21E-05,0.000496941
ENSMUSG00000071649,-0.624790508,3.456996822,19.14854633,1.21E-05,0.000497105
ENSMUSG00000028430,0.574647449,3.031178804,19.13206534,1.22E-05,0.000500324
ENSMUSG00000002578,3.882100871,-1.614409048,19.11377531,1.23E-05,0.000504043
ENSMUSG00000031799,0.765665585,3.147531211,19.10841045,1.23E-05,0.000504365
ENSMUSG00000050122,-2.01558911,-0.017478071,19.06728885,1.26E-05,0.000514235
ENSMUSG00000078349,1.797808578,0.196449862,18.93515964,1.35E-05,0.000549916
ENSMUSG00000026020,0.975338705,3.801078833,18.91438295,1.37E-05,0.000553901
ENSMUSG00000038520,-0.597232246,3.061003593,18.91316082,1.37E-05,0.000553901
ENSMUSG00000051747,3.32873548,0.353912165,18.8702339,1.40E-05,0.000565291
ENSMUSG00000026864,1.189087277,9.162377605,18.85975317,1.41E-05,0.000567188
ENSMUSG00000046034,0.631800409,3.867331647,18.84999913,1.41E-05,0.000568878
ENSMUSG00000074063,1.731681631,5.044900321,18.80030445,1.45E-05,0.000582649
ENSMUSG00000038503,0.613350014,3.468075064,18.78467737,1.46E-05,0.000586193
ENSMUSG00000027513,-1.360488838,10.38228513,18.76909449,1.48E-05,0.000589748
ENSMUSG00000040809,4.847029366,-2.239735368,18.73218402,1.50E-05,0.000599999
ENSMUSG00000062901,-1.00909615,5.759831967,18.6798713,1.55E-05,0.000615384
ENSMUSG00000020120,1.459181324,1.888100586,18.666999,1.56E-05,0.000618224
ENSMUSG00000028833,0.80617641,2.404986625,18.66304883,1.56E-05,0.000618224
ENSMUSG00000034674,0.7284406,2.984761581,18.61283038,1.60E-05,0.000633391
ENSMUSG00000067825,0.74356264,4.290461475,18.60567391,1.61E-05,0.00063444
ENSMUSG00000015176,0.902612887,3.565853283,18.54688627,1.66E-05,0.000652942
ENSMUSG00000032477,1.257875408,0.92350437,18.51961907,1.68E-05,0.000660472
ENSMUSG00000000631,0.641137066,5.196420755,18.51653202,1.68E-05,0.000660472
ENSMUSG00000055319,0.668146406,3.76145159,18.51310328,1.69E-05,0.000660472
ENSMUSG00000098002,-3.055927865,-0.095564063,18.49545571,1.70E-05,0.000665233
ENSMUSG00000030762,-1.603512281,3.623455764,18.47857951,1.72E-05,0.00066976
ENSMUSG00000030256,3.428803857,-0.76292643,18.42308909,1.77E-05,0.000687496
ENSMUSG00000059796,0.697503712,7.219705237,18.42089826,1.77E-05,0.000687496
ENSMUSG00000029407,0.740190489,3.917568992,18.40314763,1.79E-05,0.000692502
ENSMUSG00000021670,1.651130093,5.043029586,18.3533555,1.83E-05,0.000709378
ENSMUSG00000018604,1.204772818,3.317457567,18.34897206,1.84E-05,0.000709555
ENSMUSG00000071637,-1.205878929,1.965691068,18.3338948,1.85E-05,0.00071373
ENSMUSG00000091269,0.899910592,4.933199309,18.29338774,1.89E-05,0.00072758
ENSMUSG00000042524,-0.746113533,4.913302895,18.26168751,1.93E-05,0.000738283
ENSMUSG00000038028,0.673597404,2.411299407,18.25151912,1.94E-05,0.000739371
ENSMUSG00000039270,-0.624849957,5.009801754,18.25113957,1.94E-05,0.000739371
ENSMUSG00000029471,0.834473007,2.301443926,18.21028355,1.98E-05,0.000753872
ENSMUSG00000023078,3.240111578,0.483763187,18.18890324,2.00E-05,0.000760843
ENSMUSG00000026812,-0.632091371,3.517128917,18.15579653,2.04E-05,0.000772624
ENSMUSG00000044026,-0.855908514,4.080198753,18.14267555,2.05E-05,0.000776401
ENSMUSG00000032883,1.510137842,3.169181146,18.08399463,2.11E-05,0.000799092
ENSMUSG00000068299,0.681929697,6.939469634,18.05089925,2.15E-05,0.000811474
ENSMUSG00000046417,2.031399067,-0.913354175,18.04289399,2.16E-05,0.000813263
ENSMUSG00000024827,-0.884249423,6.721726729,18.0377,2.17E-05,0.000813378
ENSMUSG00000022353,0.823234577,6.205560812,18.03502494,2.17E-05,0.000813378
ENSMUSG00000032578,2.430169737,2.748817713,18.02588515,2.18E-05,0.000815578
ENSMUSG00000033365,0.688214664,1.872866021,18.02114292,2.18E-05,0.000815578
ENSMUSG00000090602,-0.965618315,2.164138172,18.01689413,2.19E-05,0.000815578
ENSMUSG00000082292,2.206541597,0.386408522,18.01477545,2.19E-05,0.000815578
ENSMUSG00000064254,-0.708135126,3.67230986,17.9800704,2.23E-05,0.000828945
ENSMUSG00000017715,0.932373388,2.085705187,17.9566948,2.26E-05,0.000837535
ENSMUSG00000110277,0.783980451,1.992495165,17.93940364,2.28E-05,0.000843518
ENSMUSG00000022035,0.574466584,4.42218762,17.92867206,2.29E-05,0.000845108
ENSMUSG00000031216,-0.685325257,2.539230824,17.92835567,2.29E-05,0.000845108
ENSMUSG00000082454,0.593414725,5.572831407,17.91882574,2.31E-05,0.000847691
ENSMUSG00000022443,0.693912743,5.908858808,17.9087941,2.32E-05,0.00085051
ENSMUSG00000035325,0.557155032,5.519151747,17.87579486,2.36E-05,0.000863702
ENSMUSG00000038828,0.576628054,4.119899048,17.85220467,2.39E-05,0.000872778
ENSMUSG00000091639,0.839135093,4.764290223,17.78238623,2.48E-05,0.000903643
ENSMUSG00000026353,0.600085604,5.578325249,17.75148906,2.52E-05,0.000916661
ENSMUSG00000020358,0.489282911,4.581694636,17.73012844,2.55E-05,0.000925222
ENSMUSG00000029765,-1.197659731,1.099932901,17.67368012,2.62E-05,0.000951254
ENSMUSG00000047394,-1.095847481,0.897658633,17.66760576,2.63E-05,0.000952461
ENSMUSG00000004451,0.737512024,2.351230252,17.662163,2.64E-05,0.000952531
ENSMUSG00000044350,1.099307566,1.696625313,17.66016386,2.64E-05,0.000952531
ENSMUSG00000034379,1.221074163,0.284916512,17.64995342,2.66E-05,0.000955828
ENSMUSG00000028803,-0.835547484,2.222405986,17.63134958,2.68E-05,0.000963381
ENSMUSG00000034634,-3.485993745,-1.333647821,17.62299233,2.69E-05,0.000965781
ENSMUSG00000022847,0.842359748,1.553698659,17.602227,2.72E-05,0.000972708
ENSMUSG00000031060,0.698018603,3.136715198,17.60216851,2.72E-05,0.000972708
ENSMUSG00000026558,0.786013436,2.629186948,17.58386401,2.75E-05,0.000980256
ENSMUSG00000082141,4.271640885,-2.322347471,17.56809456,2.77E-05,0.00098655
ENSMUSG00000032193,1.107256368,6.168468164,17.48459216,2.90E-05,0.001028135
ENSMUSG00000032754,-0.954307275,3.827646932,17.47883805,2.91E-05,0.001028135
ENSMUSG00000048429,0.486334717,3.953903103,17.47812973,2.91E-05,0.001028135
ENSMUSG00000039145,-1.041925737,4.932668995,17.47527199,2.91E-05,0.001028135
ENSMUSG00000098142,-1.924072673,2.092812589,17.46040232,2.93E-05,0.001033681
ENSMUSG00000028271,0.674736737,2.804124215,17.45609078,2.94E-05,0.001033681
ENSMUSG00000028820,0.673217711,3.996700927,17.45437314,2.94E-05,0.001033681
ENSMUSG00000041483,-0.695587711,4.481986176,17.44212592,2.96E-05,0.001038425
ENSMUSG00000112023,1.417754001,1.461235274,17.43248096,2.98E-05,0.001040081
ENSMUSG00000059824,3.666746956,2.354298279,17.4320305,2.98E-05,0.001040081
ENSMUSG00000058756,-0.769447162,2.279590622,17.40249898,3.02E-05,0.00105441
ENSMUSG00000043602,1.364850494,-0.121881806,17.32710373,3.15E-05,0.001095052
ENSMUSG00000075703,-0.571320865,5.232402745,17.30526442,3.18E-05,0.001105665
ENSMUSG00000047945,1.189713249,2.204526532,17.26921748,3.24E-05,0.001124311
ENSMUSG00000031568,0.62516343,3.232853455,17.26620799,3.25E-05,0.001124311
ENSMUSG00000109495,1.300833044,3.721825083,17.26299866,3.25E-05,0.001124311
ENSMUSG00000036052,1.096687799,0.410939315,17.23185333,3.31E-05,0.001140801
ENSMUSG00000004788,0.591218969,2.442823436,17.22665032,3.32E-05,0.001141838
ENSMUSG00000023805,1.19250402,0.989924861,17.2180138,3.33E-05,0.001144947
ENSMUSG00000020674,-0.747811955,2.76020517,17.18682819,3.39E-05,0.001161777
ENSMUSG00000078584,-0.5758626,5.45235629,17.17882131,3.40E-05,0.001164563
ENSMUSG00000009145,-0.883397129,1.627377476,17.16728291,3.42E-05,0.001167648
ENSMUSG00000030752,0.946022163,0.426998366,17.16690214,3.42E-05,0.001167648
ENSMUSG00000051695,0.659554874,3.709763714,17.13612322,3.48E-05,0.001184576
ENSMUSG00000029125,0.744558061,2.248264977,17.12125,3.51E-05,0.001191734
ENSMUSG00000024687,0.612173229,4.262035174,17.11676935,3.52E-05,0.001192396
ENSMUSG00000030107,1.226920964,2.47346986,17.10311121,3.54E-05,0.001198842
ENSMUSG00000108969,-2.735577087,-0.589951289,17.06806524,3.61E-05,0.001218978
ENSMUSG00000001670,-1.167765436,9.825943361,17.06089413,3.62E-05,0.001221397
ENSMUSG00000032311,1.509371844,1.53359941,17.04685714,3.65E-05,0.001228257
ENSMUSG00000020448,0.578787448,3.986658864,17.02388822,3.69E-05,0.001240985
ENSMUSG00000045382,-2.022090274,-0.980764863,17.01508372,3.71E-05,0.00124453
ENSMUSG00000022347,4.594272729,-1.871299739,17.00520267,3.73E-05,0.001248797
ENSMUSG00000069913,-0.932714452,1.601468795,16.98638888,3.76E-05,0.001258993
ENSMUSG00000002617,1.270406249,0.499042621,16.98145672,3.77E-05,0.00126003
ENSMUSG00000026104,1.007499504,3.567083906,16.9658801,3.81E-05,0.001266204
ENSMUSG00000024474,0.638479196,3.938182454,16.96545642,3.81E-05,0.001266204
ENSMUSG00000037851,0.520726592,4.313940499,16.95153001,3.83E-05,0.001273276
ENSMUSG00000034459,1.597647186,3.099965198,16.94352123,3.85E-05,0.001276408
ENSMUSG00000041645,0.567363712,4.671075789,16.90404226,3.93E-05,0.001300941
ENSMUSG00000026749,0.713736436,4.147002476,16.89586426,3.95E-05,0.001304266
ENSMUSG00000086103,-2.213467131,-0.464645543,16.88903947,3.96E-05,0.001306672
ENSMUSG00000109473,-2.229256097,-0.077252225,16.87124884,4.00E-05,0.001316671
ENSMUSG00000025225,1.659441988,1.545515595,16.84656905,4.05E-05,0.001331576
ENSMUSG00000039349,-0.604046328,6.033379878,16.81881133,4.11E-05,0.001348841
ENSMUSG00000107952,-0.702682097,2.903361517,16.81085988,4.13E-05,0.001352149
ENSMUSG00000039031,-0.853032502,2.301023167,16.80729998,4.14E-05,0.001352336
ENSMUSG00000101514,-1.023949975,1.82036835,16.80150893,4.15E-05,0.001354118
ENSMUSG00000001542,-0.759272349,5.2767665,16.780033,4.20E-05,0.001367161
ENSMUSG00000055065,0.954013067,5.593553519,16.74344745,4.28E-05,0.00139137
ENSMUSG00000062488,1.222084378,2.78322062,16.73972561,4.29E-05,0.001391698
ENSMUSG00000031594,0.884897758,6.910863905,16.71945791,4.33E-05,0.001404224
ENSMUSG00000026768,-1.026779837,1.862294041,16.67226337,4.44E-05,0.001437122
ENSMUSG00000028633,1.297290569,1.772826918,16.66279196,4.46E-05,0.001439441
ENSMUSG00000023947,1.535178555,0.302068083,16.66269741,4.47E-05,0.001439441
ENSMUSG00000043702,0.644728099,3.174578527,16.65558488,4.48E-05,0.001442379
ENSMUSG00000026390,2.810192179,1.60972324,16.64049318,4.52E-05,0.001451419
ENSMUSG00000027536,1.150055223,0.50196878,16.63148279,4.54E-05,0.001455846
ENSMUSG00000108873,-3.65580517,-0.672517219,16.62521631,4.55E-05,0.00145818
ENSMUSG00000086241,1.786422036,-1.380613663,16.62102598,4.56E-05,0.001458924
ENSMUSG00000005846,0.571446878,4.297772701,16.60595736,4.60E-05,0.001468068
ENSMUSG00000018921,0.788634478,1.569385898,16.58391697,4.65E-05,0.001482716
ENSMUSG00000041220,1.309844735,5.017684675,16.55213509,4.73E-05,0.001505227
ENSMUSG00000034412,0.799430754,1.695680218,16.54834052,4.74E-05,0.001505699
ENSMUSG00000025153,1.622497898,7.131262562,16.52952889,4.79E-05,0.00151815
ENSMUSG00000021944,0.745802823,2.971828839,16.52024596,4.81E-05,0.001519245
ENSMUSG00000028953,0.514487442,4.409310331,16.51921489,4.82E-05,0.001519245
